"utterance"	"word"	"annotation"	"source"	"secondary"	"sentence"	"type"	"ar"	"bg"	"bs"	"cs"	"da"	"de"	"el"	"en"	"es"	"et"	"fi"	"fr"	"he"	"hr"	"hu"	"id"	"it"	"ja"	"nl"	"no"	"pl"	"pt"	"ro"	"ru"	"sl"	"sr"	"sv"	"tr"	"vi"	"zh"
3457	5				"you have to find me someone . someone who knows it . someone who can hunt her ."	"body"	".أحد"	"някой"	"nekoga"		"en"	"jemanden"	"κάποιον"	"someone"	"alguien"	"keegi"	"joku"	"quelqu'un"	".מישהו שיוכל"	"nekoga"	"valakit"	"seseorang"	"qualcuno"	"者"	"iemand"	"noen"	"kogoś"	"alguém"	"cineva"	"того"	"nekoga"	"nekoga"	"någon"	"birisini"	"ai"	"捉她"
3500	1	"CD"	"agreement"		"if someone comes at you , you raise this arm up and you block , and use their strength against them ."	"body"		"чуждият"	"neko"		"nogle"	"jemand"	"κανείς"	"someone"	"alguien"	"keegi"	"joku"	"on"	"מישהו"	"netko"	"valaki"	"ada orang"	"qualcuno"	"迫"		"noen"	"ktoś"	"alguém"	"cineva"	"пойдёт"	"kdo"	"neko"	"någon"	"biri"	"có ai"	"有人"
3782	0	"NS"	"agreement"		"someone 's got to stay . besides i 'm kind of enjoying myself !"	"body"	"شخص"	"някой"	"netko"		"nogen"	"irgendjemand"	"kάποιος"	"someone"	"alguien"	"keegi"	"jonkun"	"quelqu'un"	".מישהו"	"netko"	"valakinek"	"seseorang"	"qualcuno"	"誰"	"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"neko"	"nån"	"biri"	"ai"	"有人"
3905	1	"CD"	"agreement"		"if someone followed you at the river today , it was probably a cop . and i highly doubt ... there are three things cops never do . they do n't vote democrat , they do n't drive cadillacs , and they never use personal vehicles ."	"body"	"أحد"	"някой"	"netko"		"nogen"	"jemand"	"αυτός"	"someone"	"alguien"	"keegi"	"joku"	"on"	"מישהו"	"netko"	"aki"	"seseorang"	"qualcuno"		"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"кто-то"		"неко"	"nån"	"biri"	"ai"	"有人"
3992	18	"NS"	"agreement"		"whoever sent them made a mistake . it was just a bar fight . maybe . or maybe someone got nervous , tried to run me off . or put me in a coma , right next to their patsy ."	"body"	"شخص"	"някой"	"neko"		"nogen"	"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"joku"		"מישהו"	"netko"	"valaki"	"ada"	"qualcuno"	"誰"	"iemand"	"noen"	"ktoś"	"alguém"	"cineva"		"nekdo"	"неко"	"nån"	"biri"	"kẻ"	"有人"
4012	0	"SP"	"disagreement"		"someone needed oline archer 's construction business ."	"body"	"أحدهم"	"някой"	"nekome"		"nogle"	"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"joku"	"quelqu'un"	"מישהו"	"nekome"	"valakinek"	"seseorang"	"qualcuno"		"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"некоме"	"nån"	"birilerinin"	"có kẻ"	"有人"
4027	5	"SP"	"agreement"		"if i 'm right , someone killed four random people so no one would look directly at oline ."	"body"	"شخص"	"някой"	"netko"		"nogen"	"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"joku"	"quelqu'un"	"מישהו"		"valaki"	"seseorang"		"人"	"iemand"	"noen"	"ktoś"		"cineva"	"кто-то"	"nekdo"	"неко"	"nån"	"birileri"	"có kẻ"	
4296	9	"SP"	"agreement"		"what 's he doing ? he 's talking to someone ."	"body"	"لشخص"	"някого"	"nekim"	"někým"	"en"	"jemandem"	"κάποιον"	"someone"	"alguien"	"tüübiga"	"jonkun"	"quelqu'un"	"מישהו"	"nekim"	"valakivel"	"seseorang"	"qualcuno"	"誰"	"iemand"	"noen"	"kimś"	"alguém"	"cineva"	"кем-то"		"неким"	"någon"	"konuşuyordu"	"ai"	"某 人"
21993	4	"DN"	"agreement"		"were n't you with anyone when everything went down ?"	"body"	"أحد"	"някого"	"nekim"		"nogen"	"niemand"	"κάποιον"	"anyone"	"nadie"	"kellegagi"	"kenenkään"	"seul"	"מישהו"	"nekim"	"senkije"	"seseorang"	"nessuno"		"iemand"	"noen"	"nikogo"	"ninguém"	"nimeni"	"никого"	"nikomer"	"nekim"	"nån"	"birileriyle"	"ai"	"和任 何 人"
4589	14	"NS"	"agreement"		"if you 're not up to that , mr reid , i 'll find someone who is ."	"body"	"أهلاً"	"някой"	"nekoga"	"někoho"	"nogen"	"anderen"	"κάποιον"	"someone"	"alguien"	"kellegi"	"jonkun"	"quelqu'un"	"מישהו"	"nekoga"	"valaki"	"orang"	"qualcuno"		"ander"	"noen"	"kogoś"	"alguém"	"cineva"	"желающих"	"nekoga"	"nekoga"	"någon"	"birini"	"ai"	"别"
13332	3	"QU"	"agreement"		"have you killed anyone yet ?"	"body"		"някого"	"nekoga"	"někoho"	"nogen"	"jemanden"	"κανέναν"	"anyone"	"alguien"	"kedagi"	"ketään"	"quelqu'un"	"אנשים"	"koga"		"seseorang"	"qualcuno"	"誰 も"	"iemand"	"noen"	"kogoś"	"alguém"	"careva"	"кого-нибудь"	"koga"	"nekog"	"någon"	"kimseyi"	"ai"	"人"
4660	4	"NS"	"agreement"		"i would have preferred someone else . your brother , perhaps . he would have been good ."	"body"	"شخص"	"някой"	"neko"	"někoho"	"en"	"jemand"	"κάποιον"	"someone"	"alguien"	"kedagi"	"jonkun"	"quelqu'un"	"מישהו"	"netko"			"qualcun"	"誰"	"ander"	"en"	"kogoś"		"altcineva"	"кого-нибудь"	"kdo"	"nekog"	"någon"	"birini"	"người"	"人"
5177	6	"SP"	"error"		"clearly , you were waiting for someone else . supposed to meet somebody here ? yeah ."	"body"	"أحدًا"		"nekog"	"někoho"	"en"	"jemand"	"κάποιον"	"someone"	"alguien"		"jotakuta toista"	"quelqu'un"	"למישהו"	"nekog"		"orang"	"qualcun"	"誰"	"iemand"	"en"	"kogoś"	"pessoa"	"altcineva"	"кого-то"	"nekoga"		"nån"	"birini"	"ai"	"人"
2107	13	"OT"	"excluded"		"stop , stop , stop ! charles ! you okay ? there 's someone else out there ."	"body"	"شخص"	"някого"	"neko"		"en"	"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"joku"	"quelqu'un"	"מישהו"	"netko"	"valaki"	"mutan"	"qualcun"	"誰"	"iemand"	"en"	"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"неко"	"fatt"	"biri"	"người"	"个 人"
5369	1	"QU"	"agreement"		"is anyone badly hurt ?"	"body"			"iko"	"všichni"	"nogen"	"jemand"	"κανείς"	"anyone"	"¿alguien"	"keegi"	"kukaan"		"מישהו"	"itko"		"ada"	"qualcuno"	"者"	"iemand"	"noen"	"ktoś"	"algum"	"cineva"	"никто"	"kdo"	"ико"		"kimse"	"ai"	"有人"
5692	4	"NS"	"agreement"		"when i die , someone else will take my place as chairman ."	"body"	"شخص"		"netko"	"někdo"	"en"	"jemand"	"κάποιος"	"someone"		"keegi"	"joku"	"quelqu'un"	"מישהו"	"netko"		"ada"	"qualcun"	"者"	"ander"	"noen"	"ktoś"	"alguém"	"altcineva"	"кто-то"	"nekdo"	"неко"	"nån"	"biri"	"có người"	"别"
5696	5	"DN"	"agreement"		"you can not bring in someone from the outside . in that , you are correct ."	"body"	"أحد"	"някой"	"nekoga"	"někoho"	"en"		"κάποιον"	"someone"	"alguien"	"kedagi"	"jotakuta"		"מישהו"	"nekoga"		"orang"	"qualcuno"	"者"		"noen"	"kogoś"	"alguém"	"cineva"	"кого-то"	"nekoga"	"некога"	"nån"	"birini"	"người"	
5383	0	"NS"	"agreement"		"someone should have seen to this before ."	"body"			"neko"	"někdo"	"nogen"		"κάποιος"	"someone"		"keegi"	"jonkun"	"on"	".מישהו"	"netko"		"pasti"	"qualcuno"	"手当て"	"iemand"	"lengst"	"ktoś"	"alguém"	"cineva"	"обработал"	"nekdo"	"неко"	"någon"	"birinin"	"người"	"他们应"
6040	2	"SP"	"agreement"		"there 's someone standing over there ."	"body"		"някой"	"netko"	"někdo"	"en"		"κάποιος"	"someone"	"alguien"	"keegi"	"joku"	"quelqu'un"	"מישהו"	"netko"	"valaki"	"orang"	"qualcuno"	"誰"	"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"neko"	"nån"	"biri"	"ai"	
6041	4	"DN"	"agreement"		"i do n't see anyone ."	"body"	"أحد"	"никого"	"nikoga"	"nikoho"	"nogen"	"nichts"	"κανέναν"	"anyone"	"nadie"	"kedagi"	"ketään"	"personne"	"אף אחד"	"nikoga"	"senkit"	"siapapun"	"nessuno"	"誰 も"	"niemand"	"ingen"	"nikogo"	"ninguém"	"nimeni"	"никого"	"nikogar"	"nikoga"	"ingen"	"kimseyi"	"ai"	"и⊿ヴ "
6182	12	"SP"	"agreement"		"aah ! oh , god ! are you okay ? there was someone rocking in the chair with annabelle ."	"body"		"някой"	"netko"	"někdo"	"nogen"	"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"joku"	"quelqu'un"		"netko"	"valaki"	"orang"	"qualcuno"	"誰"	"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"то-то"	"nekdo"	"neko"	"nån"		"ai"	
6773	0	"FC"	"agreement"		"anyone out after dark will be shot on sight ."	"body"	"اي"	"всеки"	"ko"	"spatřen"	"nogen"		"όποιος"	"anyone"	"cualquiera"	"kes"	"liikkuvat"	"quiconque"	"כל מי שימצא"	"svakoga tko"	"aki"	"siapapun"	"chiunque"	"者"	"iedereen"	"noen"	"kto"	"alguém"		"любой вышедший"	"kdokoli"	"изађе"	"någon"		"ai"	"任 何 人"
17572	2	"SP"	"agreement"		"finch , someone 's tailing our girl . someone other than you ?"	"body"		"някой"	"neko"			"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"joku"	"quelqu'un"	"מישהו"	"netko"	"valaki"	"seseorang"	"qualcuno"	"誰"	"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"netko"	"nån"	"birisi"	"có ai"	"有人"
6893	7	"IN"	"agreement"		"i do n't want to be with anyone else in there . just you ."	"body"	"اي"	"никой"	"kim"	"nikým"	"nogen"		"κανέναν"	"anyone"	"nadie"		"muiden"	"d'allié"	"אף אחד"	"nitko"	"bárki"	"siapapun"	"nessun"	"連中"	"niemand"	"noen"	"sojuszników"	"ninguém"	"nimeni"	"кем-то"	"nikomer"	"ким"	"någon"	"kimseyle"	"đồng"	"人 同盟"
6926	5	"NS"	"agreement"		"someday i want to love someone that much . and so you shall , my darling . so you shall ."	"body"	"شخصاً"	"някого"	"nekoga"	"někoho"	"nogen"	"jemanden"	"κάποιον"	"someone"	"alguien"				"מישהו"	"nekoga"	"valakit"	"seseorang"	"qualcuno"		"iemand"	"noen"	"kogoś"	"alguém"	"cineva"		"nekoga"	"некога"	"någon"	"birisini"	"người"	"个"
6957	0	"SP"	"agreement"		"someone 's here ."	"body"	"احد"	"някой"	"neko"	"někdo"	"der"	"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"joku"		"מישהו"	"netko"	"valaki"	"ada orang"	"qualcuno"	"誰"	"iemand"	"noen"	"ktoś"	"sozinhos"	"cineva"	"кто-то"	"nekdo"	"неко"	"någon"	"biri"	"người"	"有人"
6986	15	"FC"	"agreement"		"prior to midnight we then run this wire from the tree to the water . anyone in the water or on the damp sand will be electrocuted ."	"body"	"اي"	"всички"	"svakoga"	"všichni"	"alle"	"jeder"	"όποιος"	"anyone"	"cualquiera"	"kes"	"jos"	"quiconque"	"כל מי"	"svakoga tko"	"aki"	"siapapun"	"chiunque"	"連中"	"wie"	"alt"	"każdy kto"	"estiverem"	"oricine"	"находящиеся"	"plaže"	"буду"		"herkese"	"bất kỳ ai"	
624	9	"CO"	"error"		"the little bee had wounded him more deeply than anyone else could ever have done ."	"body"	"شخص"	"всеки"	"itko"		"nogen"	"irgend"	"οποιοσδήποτε"	"anyone"	"nadie"	"keegi"	"kukaan"	"quiconque"	"אחד"	"iko"	"bárki"	"orang"	"nessun"		"iemand"	"noen"	"ktokolwiek"	"qualquer"	"altcineva"		"kdor koli"	"itko"	"nån"	"kimsenin"	"bất kỳ ai"	"何 人"
7175	13	"QU"	"agreement"		"but you said i should come to you with any problems . did anyone see you ? - no . - you sure ? my father does not make idle threats . having you killed would be the high point of his week ."	"body"	"أحد؟"	"някой"	"neko"	"někdo"	"nogen"	"jemand"	"κανείς"	"anyone"	"¿alguien"	"keegi"	"-nähtiinkö"	"quelqu'un"	"מישהו"	"tko"	"valaki"	"ada"	"qualcuno"		"iemand"	"noen"	"nikt"	"alguém"	"cineva"	"кто-нибудь"	"kdo"	"neko"	"nån"	"mu"	"ai"	"有人"
378	6	"FC"	"agreement"		"they 're arresting scholars now . anyone who dare speak out . even satirists and chroniclers . and mathematicians ."	"body"		"всеки"	"svakoga"			"jeden"	"οποιονδήποτε"	"anyone"	"cualquiera"	"kes"		"ceux"	".כל"	"svakoga"	"mindenkit"	"pun"	"chiunque"	"誰"	"iedereen"	"alle"	"każdego"	"quem quer"	"oricine"	"всех"	"vsakogar"	"svakoga"	"alla"	"herkesi"	"bất"	"人"
14558	7	"OT"	"excluded"		"one day somebody does something unspeakable to someone else to ... someone you hardly knew , and you ... do something about it because you can ."	"body"	"لشخص"	"някого"		"někoho"	"en"	"jemandem"	"κάποιον"	"someone"	"alguien"	"keda"	"joku"	"quelqu'un"	"למישהו"	"nekom"	"valakivel"	"orang"	"qualcun"	"誰"	"iemand"	"en"	"kogoś"	"pessoa"	"cuiva"	"кто-то"			"någon"			"有人"
7250	25	"FC"	"agreement"		"it 's a tough decision -- take the bridge and risk being seen or cross the great water . - silence , kingslayer . - anyone can see us on the bridge , but cross by water and the current could take us or i could escape down the river . good luck ."	"body"	"شخص"	"някой"	"svako"	"kdokoliv"	"alle"		"ολοι"	"anyone"	"cualquiera"		"ylittää"	"importe qui"	"כל אחד"		"bárki"	"siapa"	"tutti"		"iedereen"	"alle"	"każdy"	"qualquer"	"oricine"	"любой"	"vsak"	"svako"	"alla"		"bất kỳ ai"	"谁 都能"
7327	6	"IN"	"agreement"		"does n't seem to be supporting anyone at the moment . it 's good land and there 's no war up here ."	"body"	"أي"	"никой"	"nikome"	"někoho"		"niemanden"	"κανέναν"	"anyone"	"nadie"	"kedagi"	"kenenkään"	"qui"	"אחד"	"nikoga"	"bárkit"	"siapapun"	"nessuno"	"も"	"niemand"	"noen"	"nikt"	"alguém"	"cineva"	"кого-то"	"nikogar"	"nikoga"	"någon"	"kimseyi"	"ai"	
7786	15	"IN"	"error"		"big lesson number one , all the time travel in the world ca n't make someone love you . bye !"	"body"	"شخصاً"	"някого"	"nekoga"		"en"	"einen"	"κάποıοv"	"someone"	"alguien"	"kedagi"	"toista"	"quelqu'un"	"למישהי"	"nekoga"		"seseorang"	"qualcuno"	"勝ち取れ"	"iemand"		"ktoś"	"alguém"	"cineva"		"izsiliti"	"nekoga"		"birinin"	"người"	""
7976	6	"NS"	"agreement"		"every family has , like , someone who falls , who does n't make the grade , who stumbles , who life trips up . maybe i 'm our faller ."	"body"	"شخص"		"nekoga"	"někoho"	"en"	"jemanden"	"κάποıοv"	"someone"	"alguien"	"keegi"		"quelqu'un"	"מישהו"	"nekoga"	"akit"	"seseorang"	"qualcuno"	"人"	"iemand"	"en"	"ktoś"	"alguém"		"человек"	"nekdo"	"nekoga"	"någon"	"biri"	"người"	""
7997	7	"NS"	"agreement"		"and i have to go out with someone nice and boring ."	"body"	"شخص"	"някой"	"nekim"	"někým"	"en"	"jemandem"	"κάποıοv"	"someone"	"alguien"	"kellegi"	"löytää"	"quelqu'un"		"nekime"		"seseorang"	"persona"		"iemand"	"som"	"kimś"	"alguém"	"cineva"	"приятным"	"nekom"	"nekim"	"någon"	"çıkmam"	"ai"	""
8214	6	"IN"	"agreement"		"he could n't stand to lose anyone else . sounds like him ."	"body"	"أحد"	"някого"	"nekoga"	"někoho"		"jemanden"	"κανέναν"	"anyone"	"alguien"	"kaotamisi"	"ketään"	"quelqu'un"	"אף-אחד"		"valakit"	"siapapun"		"誰"	"iemand"	"flere"	"osoby"	"alguém"	"altcineva"	"кого-то"	"koga"	"nekoga"	"nån"	"dayanamaz"	"ai"	"人"
9092	27	"SP"	"agreement"		"sir , we 're at defcon 1. the nuclear football in the white house went live . - that 's impossible . - it 's happening . someone has entered valid launch codes ."	"body"	"أحدهم"	"някой"	"neko"	"někdo"	"der"	"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"		"quelqu'un"		"netko"	"valaki"	"seseorang"	"qualcuno"		"iemand"		"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"netko"	"nån"	"biri"	"ai"	"是真"
17572	2	"SP"	"agreement"		"finch , someone 's tailing our girl . someone other than you ?"	"body"		"някой"	"neko"		"en"	"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"joku"	"quelqu'un"	"מישהו"	"netko"	"valaki"	"seseorang"	"qualcuno"	"誰"	"iemand"	"noen"	"ktoś"	"alguém"	"altcineva"	"кто-то"	"nekdo"	"netko"			"người"	"人吗"
9530	2	"NS"	"agreement"		"so whenever someone takes flame to this city , i will be there to put the fire out ."	"body"	"شخص"	"някой"	"neko"	"někdo"	"nogen"	"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"joku"	"quelqu'un"	"שמישהו"	"neko"	"bárki"	"ada seseorang"	"qualcuno"	"誰"	"iemand"	"noen"		"alguém"	"cineva"	"кто-то"	"kdo"	"неко"	"någon"	"birisi"	"có ai"	
9557	8	"DN"	"agreement"		"do not say a word about this to anyone ."	"body"	"شخص"	"никого"		"nikomu"	"nogen"		"αυτα"	"anyone"	"nadie"	"kellelegi"		"personne"	"אחד"	"ovome"	"senkinek"	"siapapun"	"nessuno"	"無用"	"niemand"	"noen"	"nikomu"	"ninguém"	"nimănui"		"nikomur"	"овоме"	"nån"	"kimseye anlatma"		"任 何"
9825	9	"QU"	"agreement"		"i think this is it , guys ! does anyone have anything they want to say ?"	"body"		"някой"	"neko"	"chcete"	"nogen"	"jemand"	"κάποιος"	"anyone"	"¿alguien"	"kellegil"	"loppumme"	"quelqu'un"	"כל אחד"		"valaki"		"avete"	"誰"	"iemand"	"noen"	"ktoś"	"alguém"	"aveţi"	"кто-нибудь"	"kdo"	"-жели"	"nån"	"şeyiniz"	"ai"	"谁有"
11436	2	"NS"	"error"		"surely , someone must 've questioned his sanity in the end . someone must 've thought about having him declared legally incompetent . it would 've made this conversation a lot easier . harry ... it 's mr. osborn ."	"body"	"أحد"	"някой"	"neko"	"někdo"	"nogen"	"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"joku"	"quelqu'un"	"מישהו"	"netko"	"valakiben"	"pasti ada"	"qualcuno"		"iemand"	"noen"	"ktoś"	"alguém"	"cineva"		"kdo"	"neko"	"någon"	"birileri"		"有人"
7884	4	"DN"	"autoDN"		"no , you take someone else . i really like bed and i really hate theatre ."	"body"	"شخص"	"някой"	"nekog"	"někoho"	"en"	"jemand"	"κάποıοv"	"someone"	"alguien"	"kellegi"	"joku"	"quelqu'un"	"מישהו"	"nekog"	"valaki"	"orang"	"qualcun"	"人"	"iemand"	"en"		"pessoa"	"altcineva"	"пойди"	"kom"	"nekog"	"någon"	"birini"	"ai"	"т"
7082	13	"SP"	"error"	"IQ"	"he did n't ask you to do something for him ? spy on someone or ... ? no ."	"body"	"أحدهم"	"някого"	"nekoga"	"někoho"	"nogen"		"κάποιον"	"someone"	"alguien"	"kellegi"		"quelqu'un"		"nekoga"	"valaki"	"seseorang"	"qualcuno"	"誰"	"iemand"	"noen"	"kogoś"	"alguém"	"cineva"	"кем-нибудь"	"kom"	"nekoga"	"nån"	"birine"	"ai"	"人"
10337	7	"DN"	"agreement"		"after all ... it 's not just anyone who can capture a night fury ."	"body"	"أي"	"всеки"	"svako"	"někdo"	"enhver"	"jeder"		"anyone"	"cualquiera"	"igaüks"	"kuka"	"monde"	"כל אחד"	"svatko"	"aki"	"orang"		"も"	"iedereen"	"helst"	"każdemu"	"qualquer"	"oricine"	"каждому"	"vsak"	"svako"	"helst"	"herkese"	"ai"	"人人"
10426	0	"DN"	"agreement"		"anyone else ?"	"body"	"أحد"	"някой"	"neko"	"kdo"		"jemand"	"κανείς"	"anyone"	"¿alguien"	"keegi"	"onko"	"d'autres"	"‫עוד מישהו"	"netko"	"kér"	"ada"	"nessun"	"誰"	"wie"	"noen"	"ktoś"	"algum"	"altcineva"	"кто"	"kdo"	"neko"	"nån"	"babayiğit"	"ai"	"谁"
10634	1	"FC"	"agreement"		"that anyone on berk could ?"	"body"	"سكان"	"някой"	"ko"	"kdokoliv"	"nogen"	"leute"	"άλλαζαν"	"anyone"	"nadie"	"keegi"	"kukaan"	"quiconque"	"‫שמישהו"		"bárki"	"warga"	"abitanti"	"変わ"	"iemand"	"noen"	"ktokolwiek"	"alguém"	"cineva"	"хоть кто-то"	"kdor koli"	"ko"	"nån"	"keza"		
10654	0	"QU"	"agreement"		"anyone coming ? i do n't know , you just keep doing what you 're doing ."	"body"	"أحد"	"някой"	"neko"	"pomůže"	"nogen"	"jemand"	"-έρχεται"	"anyone"	"¿viene alguien"	"keegi"	"tuleeko ketään"		"‫מישהו"	"netko"		"ada"	"qualcuno"	"誰"	"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"кто"	"kdo"	"neko"	"nån"	"gelen"	"ai"	"有人 往这 边来了吗"
10800	9	"DN"	"agreement"		"they 're babies ! they do n't listen to anyone . yeah . just like us ."	"body"	"لأحد"	"никого"	"nikoga"	"nikoho"		"niemanden"	"κανέναν"	"anyone"	"nadie"	"kedagi"	"ketään"	"personne"	"לאף אחד"	"nikoga"	"senkinek"	"siapa pun"	"nessuno"		"niemand"	"noen"	"nikogo"	"ninguém"	"nimeni"	"никого"	"nikogar"	"nikog"		"kimseyi"	"ai"	"任 何 人"
10928	11	"DN"	"agreement"		"they call it `` divergent . '' you ca n't tell anyone about this . not even your parents . as far as the world is concerned , you received an abnegation result because that is what i manually entered . so what am i supposed to do at the choosing ceremony ?"	"body"	"أحدًا"	"никого"	"nikomu"	"nikomu"	"nogen"		"κανέναν"	"anyone"	"nadie"	"kellelegi"	"kellekään"	"personne"	"לאיש"	"nikomu"	"senkinek"	"siapapun"	"nessuno"			"noen"	"nikomu"	"ninguém"		"никому"	"nikomur"	"nikome"	"nån"	"kimseye"		"任 何"
10960	30	"NS"	"agreement"		"is there water at the bottom or something ? i guess you 'll find out . or not . we just jumped . they want us to jump again ? someone 's got ta go first . who 's it gon na be ?"	"body"	"شخصًا"	"някой"	"neko"	"někdo"		"jemand"	"κάποιος"	"someone"	"alguien"	"keegi"	"ekana"		".מישהו"	"neko"	"valakinek"	"ada"	"qualcuno"	"誰"			"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"neko"	"nån"	"biri"	"người"	"总得"
22521	9	"NS"	"agreement"		"every crew , one minute , i will kill someone . one minute . another minute , i kill somebody ."	"body"			"nekoga"	"někoho"	"nogen"	"jemanden"	"κάποιον"	"someone"	"alguien"	"kellegi"	"jonkun"	"quelqu'un"	"מישהו"		"valakit"	"orang"	"qualcuno"	"誰"	"iemand"	"noen"	"kogoś"		"cineva"	"кого-нибудь"	"koga"	"nekog"	"nån"	"birini"	"người"	"個人"
